Table Name,File Path,Data Element,Data Type,Bizterm Group,Layer,Business Term,Description,Biz Logic,Origin (Source Data),Sensitivity (PII/non PII),Impact,Time Aggregation,Possible Values
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_data_pattern_salary_16_20_over_03m,double,revenue,feature,,Ratio of data revenue between 16th to 20th day of the month and revenue of data over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data_tot_16_20d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_data_pattern_salary_21_25_over_03m,double,revenue,feature,,Ratio of data revenue between 21st to 25th day of the month and revenue of data over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data_tot_21_25d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_data_pattern_salary_26_31_over_03m,double,revenue,feature,,Ratio of data revenue between 26th to 31st day of the month and revenue of data over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data_tot_26_31d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_sms_pattern_salary_1_5_over_03m,double,revenue,feature,,Ratio of sms revenue between 1st and 5th day of the month and revenue of sms over last 3 months,rev_sms_tot_1_5d / fea_rev_sms_tot_sum_03m,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms_tot_1_5d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_sms_pattern_salary_6_10_over_03m,double,revenue,feature,,Ratio of sms revenue between 6th to 10th day of the month and revenue of sms over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms_tot_6_10d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_sms_pattern_salary_11_15_over_03m,double,revenue,feature,,Ratio of sms revenue between 11th to 15th day of the month and revenue of sms over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms_tot_11_15d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_sms_pattern_salary_16_20_over_03m,double,revenue,feature,,Ratio of sms revenue between 16th to 20th day of the month and revenue of sms over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms_tot_16_20d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_sms_pattern_salary_21_25_over_03m,double,revenue,feature,,Ratio of sms revenue between 21st to 25th day of the month and revenue of sms over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms_tot_21_25d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_sms_pattern_salary_26_31_over_03m,double,revenue,feature,,Ratio of sms revenue between 26th to 31st day of the month and revenue of sms over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms_tot_26_31d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_sms,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_roam_pattern_salary_1_5_over_03m,double,revenue,feature,,Ratio of roaming revenue between 1st and 5th day of the month and revenue of roaming over last 3 months,rev_roam_tot_1_5d / fea_rev_roam_tot_sum_03m,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_roam_tot_1_5d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_roam_pattern_salary_6_10_over_03m,double,revenue,feature,,Ratio of roaming revenue between 6th to 10th day of the month and revenue of roaming over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_roam_tot_6_10d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_roam_pattern_salary_11_15_over_03m,double,revenue,feature,,Ratio of roaming revenue between 11th to 15th day of the month and revenue of roaming over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_roam_tot_11_15d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_roam_pattern_salary_16_20_over_03m,double,revenue,feature,,Ratio of roaming revenue between 16th to 20th day of the month and revenue of roaming over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_roam_tot_16_20d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_roam_pattern_salary_21_25_over_03m,double,revenue,feature,,Ratio of roaming revenue between 21st to 25th day of the month and revenue of roaming over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_roam_tot_21_25d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,fea_monthly_spend_roam_pattern_salary_26_31_over_03m,double,revenue,feature,,Ratio of roaming revenue between 26th to 31st day of the month and revenue of roaming over last 3 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_roam_tot_26_31d,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_payu_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - rev_pkg_roam,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_salary,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_salary.parquet,weekstart,date,revenue,feature,,date of first Monday of that week in yyyy-MM-dd format,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart,No,Low,Weekly,Any date
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,msisdn,string,revenue,feature,,Mobile Number,,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - msisdn,Yes,Low,Weekly,Any string
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_99_below_1000_sum_01w,bigint,revenue,feature,,Payu voice revenue generated above 99 below 1000 over last 1 week,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_99_below_1000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_99_below_1000_sum_02w,bigint,revenue,feature,,Payu voice revenue generated above 99 below 1000 over last 2 weeks,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_99_below_1000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_99_below_1000_sum_03w,bigint,revenue,feature,,Payu voice revenue generated above 99 below 1000 over last 3 weeks,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_99_below_1000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_99_below_1000_sum_01m,bigint,revenue,feature,,Payu voice revenue generated above 99 below 1000 over last 1 month,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_99_below_1000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_99_below_1000_sum_02m,bigint,revenue,feature,,Payu voice revenue generated above 99 below 1000 over last 2 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_99_below_1000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_99_below_1000_sum_03m,bigint,revenue,feature,,Payu voice revenue generated above 99 below 1000 over last 2 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_99_below_1000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_999_below_5000_sum_01w,bigint,revenue,feature,,Payu voice revenue generated above 999 below 5000 over last 1 week,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_999_below_5000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_999_below_5000_sum_02w,bigint,revenue,feature,,Payu voice revenue generated above 999 below 5000 over last 2 weeks,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_999_below_5000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_999_below_5000_sum_03w,bigint,revenue,feature,,Payu voice revenue generated above 999 below 5000 over last 3 weeks,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_999_below_5000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_999_below_5000_sum_01m,bigint,revenue,feature,,Payu voice revenue generated above 999 below 5000 over last 1 month,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_999_below_5000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_999_below_5000_sum_02m,bigint,revenue,feature,,Payu voice revenue generated above 999 below 5000 over last 2 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_999_below_5000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_999_below_5000_sum_03m,bigint,revenue,feature,,Payu voice revenue generated above 999 below 5000 over last 2 months,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_999_below_5000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_4999_below_10000_sum_01w,bigint,revenue,feature,,Payu voice revenue generated above 4999 below 10000 over last 1 week,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_4999_below_10000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
l4_fea_revenue_threshold_voice_data,hdfs:///data/landing/gx_pnt/mck_dmp_training/04_features/revenue/fea_revenue_threshold_voice_data.parquet,fea_days_with_rev_voice_payu_above_4999_below_10000_sum_02w,bigint,revenue,feature,,Payu voice revenue generated above 4999 below 10000 over last 2 weeks,,"hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - days_with_rev_payu_voice_above_4999_below_10000,hdfs:///data/landing/gx_pnt/mck_dmp_training/02_primary/revenue/revenue_weekly_final.parquet - weekstart",No,Low,Weekly,Any number
